,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_name,genres,genre
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/12o5Dx6tvMTxyhqWO3BcRj,12o5Dx6tvMTxyhqWO3BcRj,Sleepwalker,43,https://i.scdn.co/image/ab67616d0000b273fec252c81f016de75a54ab27,2019-07-26,Of Monsters and Men,0.608,0.742,2,-6.111,1,0.0386,0.0266,0.000674,0.376,0.672,80.01,Indie Mix,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",indie pop
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2vhqrXGRTaYwFTeO61R9Fm'}, 'href': 'https://api.spotify.com/v1/artists/2vhqrXGRTaYwFTeO61R9Fm', 'id': '2vhqrXGRTaYwFTeO61R9Fm', 'name': 'Da Da Yue Dui', 'type': 'artist', 'uri': 'spotify:artist:2vhqrXGRTaYwFTeO61R9Fm'}]",False,https://api.spotify.com/v1/tracks/7vn49ZdixEcFx3mFlSwtgF,7vn49ZdixEcFx3mFlSwtgF,南方,34,https://i.scdn.co/image/ab67616d0000b273decb08101ffa7332257daa90,2003-10-29,Da Da Yue Dui,0.468,0.527,2,-4.737,1,0.026,0.018,0.000523,0.125,0.289,136.011,Indie Mix,"['chinese indie', 'wuhan indie']",chinese indie
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4IlxI05VmVDx8ShdgKEnLK'}, 'href': 'https://api.spotify.com/v1/artists/4IlxI05VmVDx8ShdgKEnLK', 'id': '4IlxI05VmVDx8ShdgKEnLK', 'name': 'The Chairs', 'type': 'artist', 'uri': 'spotify:artist:4IlxI05VmVDx8ShdgKEnLK'}]",False,https://api.spotify.com/v1/tracks/63oSPrP54in4X41vq6cNlL,63oSPrP54in4X41vq6cNlL,Rollin' On,43,https://i.scdn.co/image/ab67616d0000b2732be2920f420f892abddf12da,2018-06-29,The Chairs,0.687,0.556,5,-9.366,1,0.0286,0.414,0.0189,0.182,0.517,103.907,Indie Mix,['chinese indie'],chinese indie
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0neVDcSdi4GMgFduUudWve'}, 'href': 'https://api.spotify.com/v1/artists/0neVDcSdi4GMgFduUudWve', 'id': '0neVDcSdi4GMgFduUudWve', 'name': 'The Fur.\u200b', 'type': 'artist', 'uri': 'spotify:artist:0neVDcSdi4GMgFduUudWve'}]",False,https://api.spotify.com/v1/tracks/44TBCNp2SHKqOVurtFtg5C,44TBCNp2SHKqOVurtFtg5C,Movie Star,43,https://i.scdn.co/image/ab67616d0000b273ad98155815bce67e51386e8a,2019-08-25,The Fur.​,0.703,0.447,4,-9.076,1,0.0291,0.813,0.0175,0.0715,0.485,87.988,Indie Mix,['chinese indie'],chinese indie
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT'}, 'href': 'https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT', 'id': '4j56EQDQu5XnL7R3E9iFJT', 'name': 'Young the Giant', 'type': 'artist', 'uri': 'spotify:artist:4j56EQDQu5XnL7R3E9iFJT'}]",False,https://api.spotify.com/v1/tracks/1UqhkbzB1kuFwt2iy4h29Q,1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,72,https://i.scdn.co/image/ab67616d0000b27351729fae66d02122c4951153,2011,Young the Giant,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,Indie Mix,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",indie pop
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4O9yXuMzkIoRezqlpgkdjK'}, 'href': 'https://api.spotify.com/v1/artists/4O9yXuMzkIoRezqlpgkdjK', 'id': '4O9yXuMzkIoRezqlpgkdjK', 'name': '康姆士(COM’Z)', 'type': 'artist', 'uri': 'spotify:artist:4O9yXuMzkIoRezqlpgkdjK'}]",False,https://api.spotify.com/v1/tracks/0LmeqJwizXCHNGVHMQfMy9,0LmeqJwizXCHNGVHMQfMy9,"你要如何,我們就如何",37,https://i.scdn.co/image/ab67616d0000b27372ffe6b45ec36d5b2aa628bf,2016-12-27,康姆士(COM’Z),0.445,0.544,11,-6.819,1,0.0281,0.23,0.0,0.105,0.159,149.977,Indie Mix,['chinese indie'],chinese indie
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iW4UAZQOJEXLW7L3H04gm'}, 'href': 'https://api.spotify.com/v1/artists/3iW4UAZQOJEXLW7L3H04gm', 'id': '3iW4UAZQOJEXLW7L3H04gm', 'name': 'Re-TROS', 'type': 'artist', 'uri': 'spotify:artist:3iW4UAZQOJEXLW7L3H04gm'}]",False,https://api.spotify.com/v1/tracks/5Cxh2jX79yWkG4yyFNicDw,5Cxh2jX79yWkG4yyFNicDw,Pigs In The River,30,https://i.scdn.co/image/ab67616d0000b273f872056a98cc79ec458cefe2,2017-09-01,Re-TROS,0.795,0.812,9,-8.389,0,0.0376,0.027,0.579,0.0804,0.423,119.99,Indie Mix,"['chinese indie', 'chinese indie rock', 'chinese post-punk']",chinese indie
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4fmdz90I7bCk35iK6GZ9fK'}, 'href': 'https://api.spotify.com/v1/artists/4fmdz90I7bCk35iK6GZ9fK', 'id': '4fmdz90I7bCk35iK6GZ9fK', 'name': '康士坦的變化球', 'type': 'artist', 'uri': 'spotify:artist:4fmdz90I7bCk35iK6GZ9fK'}]",False,https://api.spotify.com/v1/tracks/1viPIivqn5vmMsFUk5CJnw,1viPIivqn5vmMsFUk5CJnw,美好的事可不可以發生在我身上,45,https://i.scdn.co/image/ab67616d0000b273847a9a7cf072dabb8cd451d8,2020-12-20,康士坦的變化球,0.469,0.613,5,-6.258,0,0.0409,0.0462,0.0,0.0818,0.184,74.989,Indie Mix,"['chinese indie', 'southeast asian post-rock', 'taiwan rock']",chinese indie
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,81,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,2012-01-01,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,Indie Mix,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",indie pop
9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ'}, 'href': 'https://api.spotify.com/v1/artists/75dQReiBOHN37fQgWQrIAJ', 'id': '75dQReiBOHN37fQgWQrIAJ', 'name': 'Local Natives', 'type': 'artist', 'uri': 'spotify:artist:75dQReiBOHN37fQgWQrIAJ'}]",False,https://api.spotify.com/v1/tracks/5wCVLW9qMtIY9IkBeyYnh6,5wCVLW9qMtIY9IkBeyYnh6,When Am I Gonna Lose You,67,https://i.scdn.co/image/ab67616d0000b273daf19ee32be2d4917c266b09,2019-04-26,Local Natives,0.452,0.834,11,-4.657,1,0.0967,0.0417,0.00036,0.119,0.514,142.088,Indie Mix,"['chillwave', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler']",indie folk
10,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4rk0xYl7t3XftIQQedJjK4'}, 'href': 'https://api.spotify.com/v1/artists/4rk0xYl7t3XftIQQedJjK4', 'id': '4rk0xYl7t3XftIQQedJjK4', 'name': '傻子與白痴', 'type': 'artist', 'uri': 'spotify:artist:4rk0xYl7t3XftIQQedJjK4'}]",False,https://api.spotify.com/v1/tracks/0bAl2PvdD30dMnT4gDpa8V,0bAl2PvdD30dMnT4gDpa8V,HoydeA,45,https://i.scdn.co/image/ab67616d0000b2736cf5ad0d51fd4ba1a49779a5,2019-06-15,傻子與白痴,0.641,0.682,4,-6.425,1,0.0374,0.713,0.0301,0.0886,0.465,91.99,Indie Mix,"['chinese indie', 'taiwan indie', 'taiwan pop']",chinese indie
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1btWGBz4Uu1HozTwb2Lm8A'}, 'href': 'https://api.spotify.com/v1/artists/1btWGBz4Uu1HozTwb2Lm8A', 'id': '1btWGBz4Uu1HozTwb2Lm8A', 'name': 'Hippo Campus', 'type': 'artist', 'uri': 'spotify:artist:1btWGBz4Uu1HozTwb2Lm8A'}]",False,https://api.spotify.com/v1/tracks/3QJUvByLFesgWYAgnL8JbA,3QJUvByLFesgWYAgnL8JbA,Monsoon,52,https://i.scdn.co/image/ab67616d0000b273d65c698f7b03031930a2a570,2017-02-24,Hippo Campus,0.29,0.308,5,-11.074,1,0.0442,0.938,0.0294,0.106,0.205,84.88,Indie Mix,"['indie pop', 'indie poptimism', 'minneapolis indie', 'modern alternative rock', 'modern rock']",indie pop
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FGSUph2Uv0yi2oM1hDV78'}, 'href': 'https://api.spotify.com/v1/artists/6FGSUph2Uv0yi2oM1hDV78', 'id': '6FGSUph2Uv0yi2oM1hDV78', 'name': 'I Mean Us', 'type': 'artist', 'uri': 'spotify:artist:6FGSUph2Uv0yi2oM1hDV78'}]",False,https://api.spotify.com/v1/tracks/7hDcgU5rhLgDXupcB3jOzK,7hDcgU5rhLgDXupcB3jOzK,You So (Youth Soul),41,https://i.scdn.co/image/ab67616d0000b2734338ae3d3a57cddcb5a71311,2018-08-24,I Mean Us,0.567,0.654,4,-8.235,1,0.0261,0.00247,0.552,0.108,0.0831,107.998,Indie Mix,"['chinese indie', 'sinogaze']",chinese indie
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3xcaXZYFSV0iRmgu9defBW'}, 'href': 'https://api.spotify.com/v1/artists/3xcaXZYFSV0iRmgu9defBW', 'id': '3xcaXZYFSV0iRmgu9defBW', 'name': 'Orange Ocean', 'type': 'artist', 'uri': 'spotify:artist:3xcaXZYFSV0iRmgu9defBW'}]",False,https://api.spotify.com/v1/tracks/0RahVXshAPeX11gQRpPhXP,0RahVXshAPeX11gQRpPhXP,存盤點(Check Point),32,https://i.scdn.co/image/ab67616d0000b27346d69c5b65f8675119cf0779,2019-08-14,Orange Ocean,0.435,0.54,2,-4.598,1,0.0268,0.0877,1.82e-05,0.102,0.183,76.008,Indie Mix,['chinese indie'],chinese indie
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6kPT9OowEJzifm4B68nt1u'}, 'href': 'https://api.spotify.com/v1/artists/6kPT9OowEJzifm4B68nt1u', 'id': '6kPT9OowEJzifm4B68nt1u', 'name': '白皮書樂隊', 'type': 'artist', 'uri': 'spotify:artist:6kPT9OowEJzifm4B68nt1u'}]",False,https://api.spotify.com/v1/tracks/1hgKwBd45VpOyoxbXhmxTK,1hgKwBd45VpOyoxbXhmxTK,清河,31,https://i.scdn.co/image/ab67616d0000b273b07eea0adc5be46a52b3018d,2020-08-24,白皮書樂隊,0.529,0.503,0,-7.741,1,0.0322,0.26,0.00675,0.0748,0.231,129.959,Indie Mix,['chinese indie'],chinese indie
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/5gWMhSFunyD3WmH1lrPzWM,5gWMhSFunyD3WmH1lrPzWM,"Vulture, Vulture",44,https://i.scdn.co/image/ab67616d0000b273fec252c81f016de75a54ab27,2019-07-26,Of Monsters and Men,0.65,0.801,2,-5.352,0,0.0349,0.00316,1.79e-06,0.09,0.376,106.066,Indie Mix,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",indie pop
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB'}, 'href': 'https://api.spotify.com/v1/artists/3NPpFNZtSTHheNBaWC82rB', 'id': '3NPpFNZtSTHheNBaWC82rB', 'name': 'X Ambassadors', 'type': 'artist', 'uri': 'spotify:artist:3NPpFNZtSTHheNBaWC82rB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0pCNk4D3E2xtszsm6hMsWr'}, 'href': 'https://api.spotify.com/v1/artists/0pCNk4D3E2xtszsm6hMsWr', 'id': '0pCNk4D3E2xtszsm6hMsWr', 'name': 'K.Flay', 'type': 'artist', 'uri': 'spotify:artist:0pCNk4D3E2xtszsm6hMsWr'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4ZgQDCtRqZlhLswVS6MHN4'}, 'href': 'https://api.spotify.com/v1/artists/4ZgQDCtRqZlhLswVS6MHN4', 'id': '4ZgQDCtRqZlhLswVS6MHN4', 'name': 'grandson', 'type': 'artist', 'uri': 'spotify:artist:4ZgQDCtRqZlhLswVS6MHN4'}]",True,https://api.spotify.com/v1/tracks/2loEXJRB5ExGcUHYX365R5,2loEXJRB5ExGcUHYX365R5,Zen (with K.Flay & grandson),62,https://i.scdn.co/image/ab67616d0000b273e420fab8e9ec9cf79c073a28,2020-05-15,"X Ambassadors, K.Flay, grandson",0.723,0.927,6,-4.326,0,0.106,0.125,0.0,0.0648,0.874,98.017,Indie Mix,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",pop
17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS'}, 'href': 'https://api.spotify.com/v1/artists/2FXC3k01G6Gw61bmprjgqS', 'id': '2FXC3k01G6Gw61bmprjgqS', 'name': 'Hozier', 'type': 'artist', 'uri': 'spotify:artist:2FXC3k01G6Gw61bmprjgqS'}]",True,https://api.spotify.com/v1/tracks/4byXh93siQtzKLdjKuJaAF,4byXh93siQtzKLdjKuJaAF,No Plan,57,https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295,2019-03-01,Hozier,0.456,0.75,9,-4.609,0,0.0444,0.115,1.69e-05,0.114,0.564,80.019,Indie Mix,"['irish singer-songwriter', 'modern rock', 'pop']",pop
18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7wlDjszaVnIH1DpZaJcJHX'}, 'href': 'https://api.spotify.com/v1/artists/7wlDjszaVnIH1DpZaJcJHX', 'id': '7wlDjszaVnIH1DpZaJcJHX', 'name': 'Frandé', 'type': 'artist', 'uri': 'spotify:artist:7wlDjszaVnIH1DpZaJcJHX'}]",False,https://api.spotify.com/v1/tracks/3jl7d8VHuPb5WkrMWBlRnQ,3jl7d8VHuPb5WkrMWBlRnQ,Every Word,39,https://i.scdn.co/image/ab67616d0000b27311d513e9911f531ba383058f,2011-10-18,Frandé,0.593,0.501,5,-4.513,1,0.026,0.783,0.0,0.115,0.313,132.227,Indie Mix,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop']",chinese indie
19,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4wsvUkStMsVqj9xJHqsR58'}, 'href': 'https://api.spotify.com/v1/artists/4wsvUkStMsVqj9xJHqsR58', 'id': '4wsvUkStMsVqj9xJHqsR58', 'name': '動物園釘子戶', 'type': 'artist', 'uri': 'spotify:artist:4wsvUkStMsVqj9xJHqsR58'}]",False,https://api.spotify.com/v1/tracks/40VGxMk0tO3PLCLoasQ1Ie,40VGxMk0tO3PLCLoasQ1Ie,隧道口虫鸣夜,24,https://i.scdn.co/image/ab67616d0000b2730c6d70543d03c545357e718c,2019-09-17,動物園釘子戶,0.511,0.82,9,-4.494,1,0.0353,0.161,0.00806,0.0767,0.727,92.074,Indie Mix,"['chinese indie', 'chinese indie pop', 'chinese indie rock', 'taiwan indie']",chinese indie
20,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2O6Fn6smW8hJ5x9rOUDPJc'}, 'href': 'https://api.spotify.com/v1/artists/2O6Fn6smW8hJ5x9rOUDPJc', 'id': '2O6Fn6smW8hJ5x9rOUDPJc', 'name': 'Vast & Hazy', 'type': 'artist', 'uri': 'spotify:artist:2O6Fn6smW8hJ5x9rOUDPJc'}]",False,https://api.spotify.com/v1/tracks/1EI6kx9nJCLVF3AdmjzGaU,1EI6kx9nJCLVF3AdmjzGaU,與浪之間,44,https://i.scdn.co/image/ab67616d0000b273fda91c46493c2b40e39f3aa6,2017-01-09,Vast & Hazy,0.697,0.623,1,-6.483,0,0.039,0.0546,0.00023,0.122,0.269,107.997,Indie Mix,"['chinese indie', 'taiwan indie']",chinese indie
21,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26T3LtbuGT1Fu9m0eRq5X3'}, 'href': 'https://api.spotify.com/v1/artists/26T3LtbuGT1Fu9m0eRq5X3', 'id': '26T3LtbuGT1Fu9m0eRq5X3', 'name': 'Cage The Elephant', 'type': 'artist', 'uri': 'spotify:artist:26T3LtbuGT1Fu9m0eRq5X3'}]",False,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,5n0CTysih20NYdT2S0Wpe8,Trouble,73,https://i.scdn.co/image/ab67616d0000b273e7dd69ac32cf313fde62cbad,2015-12-18,Cage The Elephant,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,Indie Mix,"['modern rock', 'punk blues', 'rock']",modern rock
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0pCNk4D3E2xtszsm6hMsWr'}, 'href': 'https://api.spotify.com/v1/artists/0pCNk4D3E2xtszsm6hMsWr', 'id': '0pCNk4D3E2xtszsm6hMsWr', 'name': 'K.Flay', 'type': 'artist', 'uri': 'spotify:artist:0pCNk4D3E2xtszsm6hMsWr'}]",True,https://api.spotify.com/v1/tracks/5f8z7Cp7CY9T54Cnq1YVlh,5f8z7Cp7CY9T54Cnq1YVlh,Giver,58,https://i.scdn.co/image/ab67616d0000b273c0920d3c7c26034b09f7be7a,2017-04-07,K.Flay,0.493,0.606,5,-4.437,0,0.0401,0.0042,0.0104,0.0679,0.573,175.896,Indie Mix,"['alt z', 'electropop', 'escape room', 'hip pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'rock']",pop
23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT'}, 'href': 'https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT', 'id': '4j56EQDQu5XnL7R3E9iFJT', 'name': 'Young the Giant', 'type': 'artist', 'uri': 'spotify:artist:4j56EQDQu5XnL7R3E9iFJT'}]",False,https://api.spotify.com/v1/tracks/67YPjbcxUypwNOwYBZquq1,67YPjbcxUypwNOwYBZquq1,Superposition,67,https://i.scdn.co/image/ab67616d0000b2731cce1764a83486d563410c5a,2018-10-12,Young the Giant,0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,Indie Mix,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",indie pop
24,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/4M9lfUgDeLHu1fL2ZxZSlu,4M9lfUgDeLHu1fL2ZxZSlu,Empire,53,https://i.scdn.co/image/ab67616d0000b273bfac187296a90fcb0a5f97c0,2015-06-05,Of Monsters and Men,0.504,0.692,5,-6.32,0,0.0321,0.000422,0.000761,0.0919,0.544,118.96,Indie Mix,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",indie pop
25,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6UUrUCIZtQeOf8tC0WuzRy'}, 'href': 'https://api.spotify.com/v1/artists/6UUrUCIZtQeOf8tC0WuzRy', 'id': '6UUrUCIZtQeOf8tC0WuzRy', 'name': 'Sigur Rós', 'type': 'artist', 'uri': 'spotify:artist:6UUrUCIZtQeOf8tC0WuzRy'}]",False,https://api.spotify.com/v1/tracks/6eTGxxQxiTFE6LfZHC33Wm,6eTGxxQxiTFE6LfZHC33Wm,Hoppípolla,58,https://i.scdn.co/image/ab67616d0000b273b3429487131bb2cf40fa2c50,2005-08-22,Sigur Rós,0.312,0.543,11,-9.875,1,0.0308,0.0356,0.225,0.128,0.178,140.109,Indie Mix,"['bow pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock']",compositional ambient
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6sHCvZe1PHrOAuYlwTLNH4'}, 'href': 'https://api.spotify.com/v1/artists/6sHCvZe1PHrOAuYlwTLNH4', 'id': '6sHCvZe1PHrOAuYlwTLNH4', 'name': 'Gus Dapperton', 'type': 'artist', 'uri': 'spotify:artist:6sHCvZe1PHrOAuYlwTLNH4'}]",False,https://api.spotify.com/v1/tracks/3y2Dktpll4t3zPlgpCnUCy,3y2Dktpll4t3zPlgpCnUCy,First Aid,58,https://i.scdn.co/image/ab67616d0000b2731dc1bd83254e89b474ca496b,2020-09-18,Gus Dapperton,0.623,0.48,10,-4.39,0,0.0269,0.0148,0.00141,0.086,0.355,140.015,Indie Mix,"['bedroom pop', 'indie pop', 'indie poptimism']",indie pop
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Ur5BsJW8sUICtONqIqfwj'}, 'href': 'https://api.spotify.com/v1/artists/6Ur5BsJW8sUICtONqIqfwj', 'id': '6Ur5BsJW8sUICtONqIqfwj', 'name': 'Melpo Mene', 'type': 'artist', 'uri': 'spotify:artist:6Ur5BsJW8sUICtONqIqfwj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/47wB3vlOd130dM3k5fADQw'}, 'href': 'https://api.spotify.com/v1/artists/47wB3vlOd130dM3k5fADQw', 'id': '47wB3vlOd130dM3k5fADQw', 'name': 'Russian Red', 'type': 'artist', 'uri': 'spotify:artist:47wB3vlOd130dM3k5fADQw'}]",False,https://api.spotify.com/v1/tracks/2gXg9QE0RhkAydL0rpWEkO,2gXg9QE0RhkAydL0rpWEkO,All Of This Is True,27,https://i.scdn.co/image/ab67616d0000b2739cbcc8d626a8789db7f771c7,2021-04-22,"Melpo Mene, Russian Red",0.514,0.66,5,-9.265,1,0.0299,0.000282,0.0458,0.0878,0.347,110.983,Indie Mix,['svensk indie'],svensk indie
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag'}, 'href': 'https://api.spotify.com/v1/artists/3l0CmX0FuQjFxr8SK7Vqag', 'id': '3l0CmX0FuQjFxr8SK7Vqag', 'name': 'Clairo', 'type': 'artist', 'uri': 'spotify:artist:3l0CmX0FuQjFxr8SK7Vqag'}]",False,https://api.spotify.com/v1/tracks/6UFivO2zqqPFPoQYsEMuCc,6UFivO2zqqPFPoQYsEMuCc,Bags,71,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,2019-08-02,Clairo,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,Indie Mix,"['bedroom pop', 'indie pop', 'pop']",pop
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4rk0xYl7t3XftIQQedJjK4'}, 'href': 'https://api.spotify.com/v1/artists/4rk0xYl7t3XftIQQedJjK4', 'id': '4rk0xYl7t3XftIQQedJjK4', 'name': '傻子與白痴', 'type': 'artist', 'uri': 'spotify:artist:4rk0xYl7t3XftIQQedJjK4'}]",False,https://api.spotify.com/v1/tracks/3LPmChctDpqoG4WaebWjoP,3LPmChctDpqoG4WaebWjoP,美好前程,31,https://i.scdn.co/image/ab67616d0000b2736cf5ad0d51fd4ba1a49779a5,2019-06-15,傻子與白痴,0.425,0.521,5,-8.322,1,0.0759,0.73,0.00168,0.302,0.338,84.269,Indie Mix,"['chinese indie', 'taiwan indie', 'taiwan pop']",chinese indie
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7xvGv30KCVdDE22whQYggF'}, 'href': 'https://api.spotify.com/v1/artists/7xvGv30KCVdDE22whQYggF', 'id': '7xvGv30KCVdDE22whQYggF', 'name': '大波浪', 'type': 'artist', 'uri': 'spotify:artist:7xvGv30KCVdDE22whQYggF'}]",False,https://api.spotify.com/v1/tracks/12KonzcLxEnQOgcENYLnmw,12KonzcLxEnQOgcENYLnmw,No Such Disease,21,https://i.scdn.co/image/ab67616d0000b273aed7b6411a433a4cc1a6653c,2018-03-01,大波浪,0.623,0.891,2,-5.826,1,0.0394,0.00837,0.00552,0.119,0.644,130.009,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4O9yXuMzkIoRezqlpgkdjK'}, 'href': 'https://api.spotify.com/v1/artists/4O9yXuMzkIoRezqlpgkdjK', 'id': '4O9yXuMzkIoRezqlpgkdjK', 'name': '康姆士(COM’Z)', 'type': 'artist', 'uri': 'spotify:artist:4O9yXuMzkIoRezqlpgkdjK'}]",False,https://api.spotify.com/v1/tracks/0LmeqJwizXCHNGVHMQfMy9,0LmeqJwizXCHNGVHMQfMy9,"你要如何,我們就如何",37,https://i.scdn.co/image/ab67616d0000b27372ffe6b45ec36d5b2aa628bf,2016-12-27,康姆士(COM’Z),0.445,0.544,11,-6.819,1,0.0281,0.23,0.0,0.105,0.159,149.977,大波浪 Radio,['chinese indie'],chinese indie
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7xvGv30KCVdDE22whQYggF'}, 'href': 'https://api.spotify.com/v1/artists/7xvGv30KCVdDE22whQYggF', 'id': '7xvGv30KCVdDE22whQYggF', 'name': '大波浪', 'type': 'artist', 'uri': 'spotify:artist:7xvGv30KCVdDE22whQYggF'}]",False,https://api.spotify.com/v1/tracks/3OTfj20ou06KrrngknAJUj,3OTfj20ou06KrrngknAJUj,Kiss Girls,6,https://i.scdn.co/image/ab67616d0000b273cb6158e0950831586c03e6fb,2016-09-01,大波浪,0.585,0.969,9,-5.096,0,0.0279,0.00191,0.076,0.14,0.77,150.023,大波浪 Radio,"['chinese indie', 'chinese indie pop']",chinese indie
