,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_name,genres,genre
10,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/03d2mJXSMtuPI0nIvLnhoS'}, 'href': 'https://api.spotify.com/v1/artists/03d2mJXSMtuPI0nIvLnhoS', 'id': '03d2mJXSMtuPI0nIvLnhoS', 'name': 'Zoe Wees', 'type': 'artist', 'uri': 'spotify:artist:03d2mJXSMtuPI0nIvLnhoS'}]",False,https://api.spotify.com/v1/tracks/7eEcVUDXfIaZPq4kwhPIML,7eEcVUDXfIaZPq4kwhPIML,Hold Me Like You Used To,70,https://i.scdn.co/image/ab67616d0000b27348faa9b7d169a41dc1def89f,2021-05-21,Zoe Wees,0.573,0.59,0,-6.308,0,0.0352,0.528,0.0,0.192,0.177,124.958,Pop Rising,['german pop'],german pop
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz'}, 'href': 'https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz', 'id': '4O15NlyKLIASxsJ0PrXPfz', 'name': 'Lil Uzi Vert', 'type': 'artist', 'uri': 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz'}]",True,https://api.spotify.com/v1/tracks/4iHMpfDjapiXaYUv41Ssvq,4iHMpfDjapiXaYUv41Ssvq,Lucid Dreams (feat. Lil Uzi Vert) - Remix,64,https://i.scdn.co/image/ab67616d0000b2735b611f942ee0f9c4e431407f,2021-05-28,"Juice WRLD, Lil Uzi Vert",0.443,0.579,6,-6.517,0,0.187,0.125,0.0,0.284,0.256,83.827,Pop Rising,"['chicago rap', 'melodic rap']",chicago rap
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/45eNHdiiabvmbp4erw26rg'}, 'href': 'https://api.spotify.com/v1/artists/45eNHdiiabvmbp4erw26rg', 'id': '45eNHdiiabvmbp4erw26rg', 'name': 'ILLENIUM', 'type': 'artist', 'uri': 'spotify:artist:45eNHdiiabvmbp4erw26rg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6eVWXmKBW7Iltub01D9R1c'}, 'href': 'https://api.spotify.com/v1/artists/6eVWXmKBW7Iltub01D9R1c', 'id': '6eVWXmKBW7Iltub01D9R1c', 'name': 'Valerie Broussard', 'type': 'artist', 'uri': 'spotify:artist:6eVWXmKBW7Iltub01D9R1c'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/757FXqX0Osk2pqtgv4E5v4'}, 'href': 'https://api.spotify.com/v1/artists/757FXqX0Osk2pqtgv4E5v4', 'id': '757FXqX0Osk2pqtgv4E5v4', 'name': 'Nurko', 'type': 'artist', 'uri': 'spotify:artist:757FXqX0Osk2pqtgv4E5v4'}]",False,https://api.spotify.com/v1/tracks/0PMNxtgeNSmPPp4aiA4T8F,0PMNxtgeNSmPPp4aiA4T8F,Sideways,73,https://i.scdn.co/image/ab67616d0000b273e5a47406575464ef9d333af1,2021-05-07,"ILLENIUM, Valerie Broussard, Nurko",0.481,0.727,5,-5.861,1,0.0492,0.0564,1.01e-06,0.249,0.392,141.899,Pop Rising,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",pop
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/20gsENnposVs2I4rQ5kvrf'}, 'href': 'https://api.spotify.com/v1/artists/20gsENnposVs2I4rQ5kvrf', 'id': '20gsENnposVs2I4rQ5kvrf', 'name': 'Sam Feldt', 'type': 'artist', 'uri': 'spotify:artist:20gsENnposVs2I4rQ5kvrf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6L1XC7NrmgWRlwAeLJvVtA'}, 'href': 'https://api.spotify.com/v1/artists/6L1XC7NrmgWRlwAeLJvVtA', 'id': '6L1XC7NrmgWRlwAeLJvVtA', 'name': 'Sam Fischer', 'type': 'artist', 'uri': 'spotify:artist:6L1XC7NrmgWRlwAeLJvVtA'}]",False,https://api.spotify.com/v1/tracks/6VYIVgVqEIwzRwpJz5rMa4,6VYIVgVqEIwzRwpJz5rMa4,Pick Me Up,57,https://i.scdn.co/image/ab67616d0000b27345b802485b79ab7312863652,2021-05-28,"Sam Feldt, Sam Fischer",0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,Pop Rising,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",pop
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg'}, 'href': 'https://api.spotify.com/v1/artists/1Xylc3o4UrD53lo9CvFvVg', 'id': '1Xylc3o4UrD53lo9CvFvVg', 'name': 'Zara Larsson', 'type': 'artist', 'uri': 'spotify:artist:1Xylc3o4UrD53lo9CvFvVg'}]",False,https://api.spotify.com/v1/tracks/00uY4XZhrmcr3VLHvLba10,00uY4XZhrmcr3VLHvLba10,Morning,69,https://i.scdn.co/image/ab67616d0000b273c62df14d47d9e3d4fb03b88a,2021-05-21,Zara Larsson,0.619,0.631,11,-6.018,1,0.104,0.131,1.18e-06,0.246,0.772,106.309,Pop Rising,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",pop
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Dd3NScHWwnW6obMFbl1BH'}, 'href': 'https://api.spotify.com/v1/artists/6Dd3NScHWwnW6obMFbl1BH', 'id': '6Dd3NScHWwnW6obMFbl1BH', 'name': 'Daya', 'type': 'artist', 'uri': 'spotify:artist:6Dd3NScHWwnW6obMFbl1BH'}]",False,https://api.spotify.com/v1/tracks/5Cbc3v4DKzrwQAv3hlA9Hn,5Cbc3v4DKzrwQAv3hlA9Hn,The Difference,67,https://i.scdn.co/image/ab67616d0000b273c2e0074e3d3a3b3724c561a1,2021-05-14,Daya,0.655,0.727,1,-5.478,0,0.046,0.231,0.0,0.173,0.56,113.011,Pop Rising,"['alt z', 'dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",pop
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG'}, 'href': 'https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG', 'id': '1McMsnEElThX1knmY4oliG', 'name': 'Olivia Rodrigo', 'type': 'artist', 'uri': 'spotify:artist:1McMsnEElThX1knmY4oliG'}]",False,https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e,2TOzTqQXNmR2zDJXihjZ2e,enough for you,89,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,Olivia Rodrigo,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,Pop Rising,['pop'],pop
17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}]",False,https://api.spotify.com/v1/tracks/3VqeTFIvhxu3DIe4eZVzGq,3VqeTFIvhxu3DIe4eZVzGq,Butter,98,https://i.scdn.co/image/ab67616d0000b273ed656680374294d5217193fa,2021-05-21,BTS,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,Pop Rising,"['k-pop', 'k-pop boy group']",k-pop
18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ'}, 'href': 'https://api.spotify.com/v1/artists/5Pwc4xIPtQLFEnJriah9YJ', 'id': '5Pwc4xIPtQLFEnJriah9YJ', 'name': 'OneRepublic', 'type': 'artist', 'uri': 'spotify:artist:5Pwc4xIPtQLFEnJriah9YJ'}]",False,https://api.spotify.com/v1/tracks/2UbVnbE5FH6008mAm6Mmgw,2UbVnbE5FH6008mAm6Mmgw,Run,85,https://i.scdn.co/image/ab67616d0000b2738120d2b107af14b1bf67cd06,2021-05-05,OneRepublic,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003,Pop Rising,"['dance pop', 'piano rock', 'pop', 'pop rock', 'post-teen pop']",pop
19,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3YQKmKGau1PzlVlkL1iodx'}, 'href': 'https://api.spotify.com/v1/artists/3YQKmKGau1PzlVlkL1iodx', 'id': '3YQKmKGau1PzlVlkL1iodx', 'name': 'Twenty One Pilots', 'type': 'artist', 'uri': 'spotify:artist:3YQKmKGau1PzlVlkL1iodx'}]",False,https://api.spotify.com/v1/tracks/3DVQRyBEhnRxz2bYqFNPEI,3DVQRyBEhnRxz2bYqFNPEI,Saturday,73,https://i.scdn.co/image/ab67616d0000b2735e41e2e6e5b8d6ec618dc4b4,2021-05-18,Twenty One Pilots,0.687,0.89,8,-5.99,1,0.0344,0.00396,0.000939,0.0436,0.854,113.06,Pop Rising,"['modern rock', 'rock']",modern rock
20,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5RJFJWYgtgWktosLrUDzff'}, 'href': 'https://api.spotify.com/v1/artists/5RJFJWYgtgWktosLrUDzff', 'id': '5RJFJWYgtgWktosLrUDzff', 'name': 'Griff', 'type': 'artist', 'uri': 'spotify:artist:5RJFJWYgtgWktosLrUDzff'}]",False,https://api.spotify.com/v1/tracks/032DRv0baStN644jRO2lMV,032DRv0baStN644jRO2lMV,One Foot in Front of the Other,57,https://i.scdn.co/image/ab67616d0000b2739e081f380b901f00c97876e7,2021-05-27,Griff,0.798,0.723,6,-4.913,1,0.0568,0.48,0.0,0.104,0.512,112.043,Pop Rising,['uk pop'],uk pop
21,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3DKkhRCGOG4e8IUPYFPfWs'}, 'href': 'https://api.spotify.com/v1/artists/3DKkhRCGOG4e8IUPYFPfWs', 'id': '3DKkhRCGOG4e8IUPYFPfWs', 'name': 'Dixie', 'type': 'artist', 'uri': 'spotify:artist:3DKkhRCGOG4e8IUPYFPfWs'}]",True,https://api.spotify.com/v1/tracks/1AXJqw8lCf3chqvgq4U8mA,1AXJqw8lCf3chqvgq4U8mA,FUCKBOY,76,https://i.scdn.co/image/ab67616d0000b273f8e038fc8133de5517ff5a0a,2021-05-14,Dixie,0.759,0.475,8,-7.226,1,0.0443,0.205,0.0,0.085,0.505,89.471,Pop Rising,['social media pop'],social media pop
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT'}, 'href': 'https://api.spotify.com/v1/artists/10exVja0key0uqUkk6LJRT', 'id': '10exVja0key0uqUkk6LJRT', 'name': 'Vance Joy', 'type': 'artist', 'uri': 'spotify:artist:10exVja0key0uqUkk6LJRT'}]",False,https://api.spotify.com/v1/tracks/5YqdiryRmdAzYFlxo43hAJ,5YqdiryRmdAzYFlxo43hAJ,Missing Piece,71,https://i.scdn.co/image/ab67616d0000b27338da495cd8cb713b1980f657,2021-05-19,Vance Joy,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,Pop Rising,"['folk-pop', 'modern rock', 'pop', 'pop rock']",pop
23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG'}, 'href': 'https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG', 'id': '1McMsnEElThX1knmY4oliG', 'name': 'Olivia Rodrigo', 'type': 'artist', 'uri': 'spotify:artist:1McMsnEElThX1knmY4oliG'}]",True,https://api.spotify.com/v1/tracks/2tGvwE8GcFKwNdAXMnlbfl,2tGvwE8GcFKwNdAXMnlbfl,happier,89,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,Olivia Rodrigo,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,Pop Rising,['pop'],pop
24,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/49YbNTLaaAbZHLtDI2aPGL'}, 'href': 'https://api.spotify.com/v1/artists/49YbNTLaaAbZHLtDI2aPGL', 'id': '49YbNTLaaAbZHLtDI2aPGL', 'name': 'Tesher', 'type': 'artist', 'uri': 'spotify:artist:49YbNTLaaAbZHLtDI2aPGL'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y'}, 'href': 'https://api.spotify.com/v1/artists/07YZf4WDAMNwqr4jfgOZ8y', 'id': '07YZf4WDAMNwqr4jfgOZ8y', 'name': 'Jason Derulo', 'type': 'artist', 'uri': 'spotify:artist:07YZf4WDAMNwqr4jfgOZ8y'}]",True,https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,6FvSS3Goz7OC8oCC2eWqe8,Jalebi Baby (Tesher x Jason Derulo),56,https://i.scdn.co/image/ab67616d0000b273a56f3d8136a0690b75b419d8,2021-05-28,"Tesher, Jason Derulo",0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059,Pop Rising,['desi pop'],desi pop
25,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mcTU81TzQhprhouKaTkpq'}, 'href': 'https://api.spotify.com/v1/artists/1mcTU81TzQhprhouKaTkpq', 'id': '1mcTU81TzQhprhouKaTkpq', 'name': 'Rauw Alejandro', 'type': 'artist', 'uri': 'spotify:artist:1mcTU81TzQhprhouKaTkpq'}]",False,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,4fSIb4hdOQ151TILNsSEaF,Todo De Ti,87,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,2021-05-20,Rauw Alejandro,0.808,0.626,3,-4.577,0,0.0353,0.397,0.00584,0.102,0.569,127.955,Pop Rising,"['puerto rican pop', 'trap latino']",puerto rican pop
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7'}, 'href': 'https://api.spotify.com/v1/artists/7f5Zgnp2spUuuzKplmRkt7', 'id': '7f5Zgnp2spUuuzKplmRkt7', 'name': 'Lost Frequencies', 'type': 'artist', 'uri': 'spotify:artist:7f5Zgnp2spUuuzKplmRkt7'}]",False,https://api.spotify.com/v1/tracks/7HXBG0W8gFJwHUh5mVF9tf,7HXBG0W8gFJwHUh5mVF9tf,Rise,80,https://i.scdn.co/image/ab67616d0000b27397af9e1f4cee5d4e16925042,2021-03-19,Lost Frequencies,0.689,0.612,6,-6.014,1,0.0387,0.228,7.77e-06,0.368,0.461,122.076,Pop Rising,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",pop
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X'}, 'href': 'https://api.spotify.com/v1/artists/6jJ0s89eD6GaHleKKya26X', 'id': '6jJ0s89eD6GaHleKKya26X', 'name': 'Katy Perry', 'type': 'artist', 'uri': 'spotify:artist:6jJ0s89eD6GaHleKKya26X'}]",False,https://api.spotify.com/v1/tracks/63eV5hreY9feQP2CmYavpj,63eV5hreY9feQP2CmYavpj,Electric,78,https://i.scdn.co/image/ab67616d0000b27390acd1669192dc34cae79608,2021-05-14,Katy Perry,0.615,0.701,0,-4.257,1,0.0472,0.00302,0.0,0.0471,0.251,98.073,Pop Rising,"['dance pop', 'pop', 'post-teen pop']",pop
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5IH6FPUwQTxPSXurCrcIov'}, 'href': 'https://api.spotify.com/v1/artists/5IH6FPUwQTxPSXurCrcIov', 'id': '5IH6FPUwQTxPSXurCrcIov', 'name': 'Alec Benjamin', 'type': 'artist', 'uri': 'spotify:artist:5IH6FPUwQTxPSXurCrcIov'}]",False,https://api.spotify.com/v1/tracks/6XdHZr9iXdqc4Q76wtgbqr,6XdHZr9iXdqc4Q76wtgbqr,The Way You Felt,75,https://i.scdn.co/image/ab67616d0000b273fe534ab65313f8495ffc52b9,2021-04-30,Alec Benjamin,0.872,0.52,0,-6.928,1,0.0618,0.715,0.0,0.0982,0.736,131.918,Pop Rising,"['alt z', 'electropop', 'pop']",pop
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ETSs924pXMzjIeD6E9b4u'}, 'href': 'https://api.spotify.com/v1/artists/4ETSs924pXMzjIeD6E9b4u', 'id': '4ETSs924pXMzjIeD6E9b4u', 'name': 'Surfaces', 'type': 'artist', 'uri': 'spotify:artist:4ETSs924pXMzjIeD6E9b4u'}]",False,https://api.spotify.com/v1/tracks/5Ne1q9Hv3l2NHBA3Agt8WT,5Ne1q9Hv3l2NHBA3Agt8WT,Wave of You,77,https://i.scdn.co/image/ab67616d0000b2730011e7236c7e36e6f934248c,2021-04-09,Surfaces,0.695,0.656,1,-6.038,1,0.0489,0.057,0.0,0.267,0.346,90.986,Pop Rising,"['bedroom soul', 'pop']",pop
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG'}, 'href': 'https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG', 'id': '1McMsnEElThX1knmY4oliG', 'name': 'Olivia Rodrigo', 'type': 'artist', 'uri': 'spotify:artist:1McMsnEElThX1knmY4oliG'}]",True,https://api.spotify.com/v1/tracks/6PERP62TejQjgHu81OHxgM,6PERP62TejQjgHu81OHxgM,good 4 u,96,https://i.scdn.co/image/ab67616d0000b273670ec029374e082f921f9f74,2021-05-14,Olivia Rodrigo,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,Today's Top Hits,['pop'],pop
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP'}, 'href': 'https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP', 'id': '7tYKF4w9nC0nq9CsPZTHyP', 'name': 'SZA', 'type': 'artist', 'uri': 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP'}]",True,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),98,https://i.scdn.co/image/ab67616d0000b273908280d9807127e185b71d56,2021-04-09,"Doja Cat, SZA",0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,Today's Top Hits,"['dance pop', 'pop', 'pop rap']",pop
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we'}, 'href': 'https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we', 'id': '6M2wZ9GZgrQXHCFfjv46we', 'name': 'Dua Lipa', 'type': 'artist', 'uri': 'spotify:artist:6M2wZ9GZgrQXHCFfjv46we'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk'}, 'href': 'https://api.spotify.com/v1/artists/4r63FhuTkUYltbVAg5TQnk', 'id': '4r63FhuTkUYltbVAg5TQnk', 'name': 'DaBaby', 'type': 'artist', 'uri': 'spotify:artist:4r63FhuTkUYltbVAg5TQnk'}]",False,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),92,https://i.scdn.co/image/ab67616d0000b27349caa4fc6f962057ba65576a,2020-10-01,"Dua Lipa, DaBaby",0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,Today's Top Hits,"['dance pop', 'pop', 'uk pop']",pop
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX'}, 'href': 'https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX', 'id': '3Nrfpe0tUJi4K4DXYWgMUX', 'name': 'BTS', 'type': 'artist', 'uri': 'spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX'}]",False,https://api.spotify.com/v1/tracks/3VqeTFIvhxu3DIe4eZVzGq,3VqeTFIvhxu3DIe4eZVzGq,Butter,98,https://i.scdn.co/image/ab67616d0000b273ed656680374294d5217193fa,2021-05-21,BTS,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,Today's Top Hits,"['k-pop', 'k-pop boy group']",k-pop
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq'}, 'href': 'https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq', 'id': '7jVv8c5Fj3E9VhNjxT4snq', 'name': 'Lil Nas X', 'type': 'artist', 'uri': 'spotify:artist:7jVv8c5Fj3E9VhNjxT4snq'}]",True,https://api.spotify.com/v1/tracks/3BZEcbdtXQSo7OrvKRJ6mb,3BZEcbdtXQSo7OrvKRJ6mb,MONTERO (Call Me By Your Name),81,https://i.scdn.co/image/ab67616d0000b273ddb9cf14094fa5b3f8683b14,2021-03-26,Lil Nas X,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,Today's Top Hits,"['lgbtq+ hip hop', 'pop rap']",pop rap
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR'}, 'href': 'https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR', 'id': '66CXWjxzNUsdJxJ2JdwvnR', 'name': 'Ariana Grande', 'type': 'artist', 'uri': 'spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'}]",False,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),94,https://i.scdn.co/image/ab67616d0000b273764ac25ee0d41190d513475a,2021-04-23,"The Weeknd, Ariana Grande",0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,Today's Top Hits,"['canadian contemporary r&b', 'canadian pop', 'pop']",pop
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C'}, 'href': 'https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C', 'id': '0du5cEVh5yTK9QJze8zA0C', 'name': 'Bruno Mars', 'type': 'artist', 'uri': 'spotify:artist:0du5cEVh5yTK9QJze8zA0C'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa'}, 'href': 'https://api.spotify.com/v1/artists/3jK9MiCrA42lLAdMGUZpwa', 'id': '3jK9MiCrA42lLAdMGUZpwa', 'name': 'Anderson .Paak', 'type': 'artist', 'uri': 'spotify:artist:3jK9MiCrA42lLAdMGUZpwa'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6PvvGcCY2XtUcSRld1Wilr'}, 'href': 'https://api.spotify.com/v1/artists/6PvvGcCY2XtUcSRld1Wilr', 'id': '6PvvGcCY2XtUcSRld1Wilr', 'name': 'Silk Sonic', 'type': 'artist', 'uri': 'spotify:artist:6PvvGcCY2XtUcSRld1Wilr'}]",False,https://api.spotify.com/v1/tracks/7MAibcTli4IisCtbHKrGMh,7MAibcTli4IisCtbHKrGMh,Leave The Door Open,96,https://i.scdn.co/image/ab67616d0000b2736f9e6abbd6fa43ac3cdbeee0,2021-03-05,"Bruno Mars, Anderson .Paak, Silk Sonic",0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,Today's Top Hits,"['dance pop', 'pop']",pop
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG'}, 'href': 'https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG', 'id': '1McMsnEElThX1knmY4oliG', 'name': 'Olivia Rodrigo', 'type': 'artist', 'uri': 'spotify:artist:1McMsnEElThX1knmY4oliG'}]",True,https://api.spotify.com/v1/tracks/61KpQadow081I2AsbeLcsb,61KpQadow081I2AsbeLcsb,deja vu,95,https://i.scdn.co/image/ab67616d0000b2735a61e19eaffec620c1899c47,2021-04-01,Olivia Rodrigo,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,Today's Top Hits,['pop'],pop
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s'}, 'href': 'https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s', 'id': '1uNFoZAHBGtllmzznpCI3s', 'name': 'Justin Bieber', 'type': 'artist', 'uri': 'spotify:artist:1uNFoZAHBGtllmzznpCI3s'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/20wkVLutqVOYrc0kxFs7rA'}, 'href': 'https://api.spotify.com/v1/artists/20wkVLutqVOYrc0kxFs7rA', 'id': '20wkVLutqVOYrc0kxFs7rA', 'name': 'Daniel Caesar', 'type': 'artist', 'uri': 'spotify:artist:20wkVLutqVOYrc0kxFs7rA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4fxd5Ee7UefO4CUXgwJ7IP'}, 'href': 'https://api.spotify.com/v1/artists/4fxd5Ee7UefO4CUXgwJ7IP', 'id': '4fxd5Ee7UefO4CUXgwJ7IP', 'name': 'Giveon', 'type': 'artist', 'uri': 'spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP'}]",True,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),99,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,2021-03-19,"Justin Bieber, Daniel Caesar, Giveon",0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,Today's Top Hits,"['canadian pop', 'pop', 'post-teen pop']",pop
