,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/12o5Dx6tvMTxyhqWO3BcRj,12o5Dx6tvMTxyhqWO3BcRj,Sleepwalker,43,https://i.scdn.co/image/ab67616d0000b273fec252c81f016de75a54ab27,2019-07-26,Of Monsters and Men
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2vhqrXGRTaYwFTeO61R9Fm'}, 'href': 'https://api.spotify.com/v1/artists/2vhqrXGRTaYwFTeO61R9Fm', 'id': '2vhqrXGRTaYwFTeO61R9Fm', 'name': 'Da Da Yue Dui', 'type': 'artist', 'uri': 'spotify:artist:2vhqrXGRTaYwFTeO61R9Fm'}]",False,https://api.spotify.com/v1/tracks/7vn49ZdixEcFx3mFlSwtgF,7vn49ZdixEcFx3mFlSwtgF,南方,34,https://i.scdn.co/image/ab67616d0000b273decb08101ffa7332257daa90,2003-10-29,Da Da Yue Dui
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4IlxI05VmVDx8ShdgKEnLK'}, 'href': 'https://api.spotify.com/v1/artists/4IlxI05VmVDx8ShdgKEnLK', 'id': '4IlxI05VmVDx8ShdgKEnLK', 'name': 'The Chairs', 'type': 'artist', 'uri': 'spotify:artist:4IlxI05VmVDx8ShdgKEnLK'}]",False,https://api.spotify.com/v1/tracks/63oSPrP54in4X41vq6cNlL,63oSPrP54in4X41vq6cNlL,Rollin' On,43,https://i.scdn.co/image/ab67616d0000b2732be2920f420f892abddf12da,2018-06-29,The Chairs
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0neVDcSdi4GMgFduUudWve'}, 'href': 'https://api.spotify.com/v1/artists/0neVDcSdi4GMgFduUudWve', 'id': '0neVDcSdi4GMgFduUudWve', 'name': 'The Fur.\u200b', 'type': 'artist', 'uri': 'spotify:artist:0neVDcSdi4GMgFduUudWve'}]",False,https://api.spotify.com/v1/tracks/44TBCNp2SHKqOVurtFtg5C,44TBCNp2SHKqOVurtFtg5C,Movie Star,43,https://i.scdn.co/image/ab67616d0000b273ad98155815bce67e51386e8a,2019-08-25,The Fur.​
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT'}, 'href': 'https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT', 'id': '4j56EQDQu5XnL7R3E9iFJT', 'name': 'Young the Giant', 'type': 'artist', 'uri': 'spotify:artist:4j56EQDQu5XnL7R3E9iFJT'}]",False,https://api.spotify.com/v1/tracks/1UqhkbzB1kuFwt2iy4h29Q,1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,72,https://i.scdn.co/image/ab67616d0000b27351729fae66d02122c4951153,2011,Young the Giant
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4O9yXuMzkIoRezqlpgkdjK'}, 'href': 'https://api.spotify.com/v1/artists/4O9yXuMzkIoRezqlpgkdjK', 'id': '4O9yXuMzkIoRezqlpgkdjK', 'name': '康姆士(COM’Z)', 'type': 'artist', 'uri': 'spotify:artist:4O9yXuMzkIoRezqlpgkdjK'}]",False,https://api.spotify.com/v1/tracks/0LmeqJwizXCHNGVHMQfMy9,0LmeqJwizXCHNGVHMQfMy9,"你要如何,我們就如何",37,https://i.scdn.co/image/ab67616d0000b27372ffe6b45ec36d5b2aa628bf,2016-12-27,康姆士(COM’Z)
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3iW4UAZQOJEXLW7L3H04gm'}, 'href': 'https://api.spotify.com/v1/artists/3iW4UAZQOJEXLW7L3H04gm', 'id': '3iW4UAZQOJEXLW7L3H04gm', 'name': 'Re-TROS', 'type': 'artist', 'uri': 'spotify:artist:3iW4UAZQOJEXLW7L3H04gm'}]",False,https://api.spotify.com/v1/tracks/5Cxh2jX79yWkG4yyFNicDw,5Cxh2jX79yWkG4yyFNicDw,Pigs In The River,30,https://i.scdn.co/image/ab67616d0000b273f872056a98cc79ec458cefe2,2017-09-01,Re-TROS
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4fmdz90I7bCk35iK6GZ9fK'}, 'href': 'https://api.spotify.com/v1/artists/4fmdz90I7bCk35iK6GZ9fK', 'id': '4fmdz90I7bCk35iK6GZ9fK', 'name': '康士坦的變化球', 'type': 'artist', 'uri': 'spotify:artist:4fmdz90I7bCk35iK6GZ9fK'}]",False,https://api.spotify.com/v1/tracks/1viPIivqn5vmMsFUk5CJnw,1viPIivqn5vmMsFUk5CJnw,美好的事可不可以發生在我身上,45,https://i.scdn.co/image/ab67616d0000b273847a9a7cf072dabb8cd451d8,2020-12-20,康士坦的變化球
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,81,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,2012-01-01,Of Monsters and Men
9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ'}, 'href': 'https://api.spotify.com/v1/artists/75dQReiBOHN37fQgWQrIAJ', 'id': '75dQReiBOHN37fQgWQrIAJ', 'name': 'Local Natives', 'type': 'artist', 'uri': 'spotify:artist:75dQReiBOHN37fQgWQrIAJ'}]",False,https://api.spotify.com/v1/tracks/5wCVLW9qMtIY9IkBeyYnh6,5wCVLW9qMtIY9IkBeyYnh6,When Am I Gonna Lose You,67,https://i.scdn.co/image/ab67616d0000b273daf19ee32be2d4917c266b09,2019-04-26,Local Natives
10,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4rk0xYl7t3XftIQQedJjK4'}, 'href': 'https://api.spotify.com/v1/artists/4rk0xYl7t3XftIQQedJjK4', 'id': '4rk0xYl7t3XftIQQedJjK4', 'name': '傻子與白痴', 'type': 'artist', 'uri': 'spotify:artist:4rk0xYl7t3XftIQQedJjK4'}]",False,https://api.spotify.com/v1/tracks/0bAl2PvdD30dMnT4gDpa8V,0bAl2PvdD30dMnT4gDpa8V,HoydeA,45,https://i.scdn.co/image/ab67616d0000b2736cf5ad0d51fd4ba1a49779a5,2019-06-15,傻子與白痴
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1btWGBz4Uu1HozTwb2Lm8A'}, 'href': 'https://api.spotify.com/v1/artists/1btWGBz4Uu1HozTwb2Lm8A', 'id': '1btWGBz4Uu1HozTwb2Lm8A', 'name': 'Hippo Campus', 'type': 'artist', 'uri': 'spotify:artist:1btWGBz4Uu1HozTwb2Lm8A'}]",False,https://api.spotify.com/v1/tracks/3QJUvByLFesgWYAgnL8JbA,3QJUvByLFesgWYAgnL8JbA,Monsoon,52,https://i.scdn.co/image/ab67616d0000b273d65c698f7b03031930a2a570,2017-02-24,Hippo Campus
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FGSUph2Uv0yi2oM1hDV78'}, 'href': 'https://api.spotify.com/v1/artists/6FGSUph2Uv0yi2oM1hDV78', 'id': '6FGSUph2Uv0yi2oM1hDV78', 'name': 'I Mean Us', 'type': 'artist', 'uri': 'spotify:artist:6FGSUph2Uv0yi2oM1hDV78'}]",False,https://api.spotify.com/v1/tracks/7hDcgU5rhLgDXupcB3jOzK,7hDcgU5rhLgDXupcB3jOzK,You So (Youth Soul),41,https://i.scdn.co/image/ab67616d0000b2734338ae3d3a57cddcb5a71311,2018-08-24,I Mean Us
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3xcaXZYFSV0iRmgu9defBW'}, 'href': 'https://api.spotify.com/v1/artists/3xcaXZYFSV0iRmgu9defBW', 'id': '3xcaXZYFSV0iRmgu9defBW', 'name': 'Orange Ocean', 'type': 'artist', 'uri': 'spotify:artist:3xcaXZYFSV0iRmgu9defBW'}]",False,https://api.spotify.com/v1/tracks/0RahVXshAPeX11gQRpPhXP,0RahVXshAPeX11gQRpPhXP,存盤點(Check Point),32,https://i.scdn.co/image/ab67616d0000b27346d69c5b65f8675119cf0779,2019-08-14,Orange Ocean
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6kPT9OowEJzifm4B68nt1u'}, 'href': 'https://api.spotify.com/v1/artists/6kPT9OowEJzifm4B68nt1u', 'id': '6kPT9OowEJzifm4B68nt1u', 'name': '白皮書樂隊', 'type': 'artist', 'uri': 'spotify:artist:6kPT9OowEJzifm4B68nt1u'}]",False,https://api.spotify.com/v1/tracks/1hgKwBd45VpOyoxbXhmxTK,1hgKwBd45VpOyoxbXhmxTK,清河,31,https://i.scdn.co/image/ab67616d0000b273b07eea0adc5be46a52b3018d,2020-08-24,白皮書樂隊
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/5gWMhSFunyD3WmH1lrPzWM,5gWMhSFunyD3WmH1lrPzWM,"Vulture, Vulture",44,https://i.scdn.co/image/ab67616d0000b273fec252c81f016de75a54ab27,2019-07-26,Of Monsters and Men
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB'}, 'href': 'https://api.spotify.com/v1/artists/3NPpFNZtSTHheNBaWC82rB', 'id': '3NPpFNZtSTHheNBaWC82rB', 'name': 'X Ambassadors', 'type': 'artist', 'uri': 'spotify:artist:3NPpFNZtSTHheNBaWC82rB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0pCNk4D3E2xtszsm6hMsWr'}, 'href': 'https://api.spotify.com/v1/artists/0pCNk4D3E2xtszsm6hMsWr', 'id': '0pCNk4D3E2xtszsm6hMsWr', 'name': 'K.Flay', 'type': 'artist', 'uri': 'spotify:artist:0pCNk4D3E2xtszsm6hMsWr'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4ZgQDCtRqZlhLswVS6MHN4'}, 'href': 'https://api.spotify.com/v1/artists/4ZgQDCtRqZlhLswVS6MHN4', 'id': '4ZgQDCtRqZlhLswVS6MHN4', 'name': 'grandson', 'type': 'artist', 'uri': 'spotify:artist:4ZgQDCtRqZlhLswVS6MHN4'}]",True,https://api.spotify.com/v1/tracks/2loEXJRB5ExGcUHYX365R5,2loEXJRB5ExGcUHYX365R5,Zen (with K.Flay & grandson),62,https://i.scdn.co/image/ab67616d0000b273e420fab8e9ec9cf79c073a28,2020-05-15,"X Ambassadors, K.Flay, grandson"
17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS'}, 'href': 'https://api.spotify.com/v1/artists/2FXC3k01G6Gw61bmprjgqS', 'id': '2FXC3k01G6Gw61bmprjgqS', 'name': 'Hozier', 'type': 'artist', 'uri': 'spotify:artist:2FXC3k01G6Gw61bmprjgqS'}]",True,https://api.spotify.com/v1/tracks/4byXh93siQtzKLdjKuJaAF,4byXh93siQtzKLdjKuJaAF,No Plan,57,https://i.scdn.co/image/ab67616d0000b2735795e01c151ba5a8ce4bd295,2019-03-01,Hozier
18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7wlDjszaVnIH1DpZaJcJHX'}, 'href': 'https://api.spotify.com/v1/artists/7wlDjszaVnIH1DpZaJcJHX', 'id': '7wlDjszaVnIH1DpZaJcJHX', 'name': 'Frandé', 'type': 'artist', 'uri': 'spotify:artist:7wlDjszaVnIH1DpZaJcJHX'}]",False,https://api.spotify.com/v1/tracks/3jl7d8VHuPb5WkrMWBlRnQ,3jl7d8VHuPb5WkrMWBlRnQ,Every Word,39,https://i.scdn.co/image/ab67616d0000b27311d513e9911f531ba383058f,2011-10-18,Frandé
19,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4wsvUkStMsVqj9xJHqsR58'}, 'href': 'https://api.spotify.com/v1/artists/4wsvUkStMsVqj9xJHqsR58', 'id': '4wsvUkStMsVqj9xJHqsR58', 'name': '動物園釘子戶', 'type': 'artist', 'uri': 'spotify:artist:4wsvUkStMsVqj9xJHqsR58'}]",False,https://api.spotify.com/v1/tracks/40VGxMk0tO3PLCLoasQ1Ie,40VGxMk0tO3PLCLoasQ1Ie,隧道口虫鸣夜,24,https://i.scdn.co/image/ab67616d0000b2730c6d70543d03c545357e718c,2019-09-17,動物園釘子戶
20,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2O6Fn6smW8hJ5x9rOUDPJc'}, 'href': 'https://api.spotify.com/v1/artists/2O6Fn6smW8hJ5x9rOUDPJc', 'id': '2O6Fn6smW8hJ5x9rOUDPJc', 'name': 'Vast & Hazy', 'type': 'artist', 'uri': 'spotify:artist:2O6Fn6smW8hJ5x9rOUDPJc'}]",False,https://api.spotify.com/v1/tracks/1EI6kx9nJCLVF3AdmjzGaU,1EI6kx9nJCLVF3AdmjzGaU,與浪之間,44,https://i.scdn.co/image/ab67616d0000b273fda91c46493c2b40e39f3aa6,2017-01-09,Vast & Hazy
21,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26T3LtbuGT1Fu9m0eRq5X3'}, 'href': 'https://api.spotify.com/v1/artists/26T3LtbuGT1Fu9m0eRq5X3', 'id': '26T3LtbuGT1Fu9m0eRq5X3', 'name': 'Cage The Elephant', 'type': 'artist', 'uri': 'spotify:artist:26T3LtbuGT1Fu9m0eRq5X3'}]",False,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,5n0CTysih20NYdT2S0Wpe8,Trouble,73,https://i.scdn.co/image/ab67616d0000b273e7dd69ac32cf313fde62cbad,2015-12-18,Cage The Elephant
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0pCNk4D3E2xtszsm6hMsWr'}, 'href': 'https://api.spotify.com/v1/artists/0pCNk4D3E2xtszsm6hMsWr', 'id': '0pCNk4D3E2xtszsm6hMsWr', 'name': 'K.Flay', 'type': 'artist', 'uri': 'spotify:artist:0pCNk4D3E2xtszsm6hMsWr'}]",True,https://api.spotify.com/v1/tracks/5f8z7Cp7CY9T54Cnq1YVlh,5f8z7Cp7CY9T54Cnq1YVlh,Giver,58,https://i.scdn.co/image/ab67616d0000b273c0920d3c7c26034b09f7be7a,2017-04-07,K.Flay
23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT'}, 'href': 'https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT', 'id': '4j56EQDQu5XnL7R3E9iFJT', 'name': 'Young the Giant', 'type': 'artist', 'uri': 'spotify:artist:4j56EQDQu5XnL7R3E9iFJT'}]",False,https://api.spotify.com/v1/tracks/67YPjbcxUypwNOwYBZquq1,67YPjbcxUypwNOwYBZquq1,Superposition,67,https://i.scdn.co/image/ab67616d0000b2731cce1764a83486d563410c5a,2018-10-12,Young the Giant
24,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/4M9lfUgDeLHu1fL2ZxZSlu,4M9lfUgDeLHu1fL2ZxZSlu,Empire,53,https://i.scdn.co/image/ab67616d0000b273bfac187296a90fcb0a5f97c0,2015-06-05,Of Monsters and Men
25,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6UUrUCIZtQeOf8tC0WuzRy'}, 'href': 'https://api.spotify.com/v1/artists/6UUrUCIZtQeOf8tC0WuzRy', 'id': '6UUrUCIZtQeOf8tC0WuzRy', 'name': 'Sigur Rós', 'type': 'artist', 'uri': 'spotify:artist:6UUrUCIZtQeOf8tC0WuzRy'}]",False,https://api.spotify.com/v1/tracks/6eTGxxQxiTFE6LfZHC33Wm,6eTGxxQxiTFE6LfZHC33Wm,Hoppípolla,58,https://i.scdn.co/image/ab67616d0000b273b3429487131bb2cf40fa2c50,2005-08-22,Sigur Rós
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6sHCvZe1PHrOAuYlwTLNH4'}, 'href': 'https://api.spotify.com/v1/artists/6sHCvZe1PHrOAuYlwTLNH4', 'id': '6sHCvZe1PHrOAuYlwTLNH4', 'name': 'Gus Dapperton', 'type': 'artist', 'uri': 'spotify:artist:6sHCvZe1PHrOAuYlwTLNH4'}]",False,https://api.spotify.com/v1/tracks/3y2Dktpll4t3zPlgpCnUCy,3y2Dktpll4t3zPlgpCnUCy,First Aid,58,https://i.scdn.co/image/ab67616d0000b2731dc1bd83254e89b474ca496b,2020-09-18,Gus Dapperton
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Ur5BsJW8sUICtONqIqfwj'}, 'href': 'https://api.spotify.com/v1/artists/6Ur5BsJW8sUICtONqIqfwj', 'id': '6Ur5BsJW8sUICtONqIqfwj', 'name': 'Melpo Mene', 'type': 'artist', 'uri': 'spotify:artist:6Ur5BsJW8sUICtONqIqfwj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/47wB3vlOd130dM3k5fADQw'}, 'href': 'https://api.spotify.com/v1/artists/47wB3vlOd130dM3k5fADQw', 'id': '47wB3vlOd130dM3k5fADQw', 'name': 'Russian Red', 'type': 'artist', 'uri': 'spotify:artist:47wB3vlOd130dM3k5fADQw'}]",False,https://api.spotify.com/v1/tracks/2gXg9QE0RhkAydL0rpWEkO,2gXg9QE0RhkAydL0rpWEkO,All Of This Is True,27,https://i.scdn.co/image/ab67616d0000b2739cbcc8d626a8789db7f771c7,2021-04-22,"Melpo Mene, Russian Red"
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag'}, 'href': 'https://api.spotify.com/v1/artists/3l0CmX0FuQjFxr8SK7Vqag', 'id': '3l0CmX0FuQjFxr8SK7Vqag', 'name': 'Clairo', 'type': 'artist', 'uri': 'spotify:artist:3l0CmX0FuQjFxr8SK7Vqag'}]",False,https://api.spotify.com/v1/tracks/6UFivO2zqqPFPoQYsEMuCc,6UFivO2zqqPFPoQYsEMuCc,Bags,71,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,2019-08-02,Clairo
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4rk0xYl7t3XftIQQedJjK4'}, 'href': 'https://api.spotify.com/v1/artists/4rk0xYl7t3XftIQQedJjK4', 'id': '4rk0xYl7t3XftIQQedJjK4', 'name': '傻子與白痴', 'type': 'artist', 'uri': 'spotify:artist:4rk0xYl7t3XftIQQedJjK4'}]",False,https://api.spotify.com/v1/tracks/3LPmChctDpqoG4WaebWjoP,3LPmChctDpqoG4WaebWjoP,美好前程,31,https://i.scdn.co/image/ab67616d0000b2736cf5ad0d51fd4ba1a49779a5,2019-06-15,傻子與白痴
30,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1btWGBz4Uu1HozTwb2Lm8A'}, 'href': 'https://api.spotify.com/v1/artists/1btWGBz4Uu1HozTwb2Lm8A', 'id': '1btWGBz4Uu1HozTwb2Lm8A', 'name': 'Hippo Campus', 'type': 'artist', 'uri': 'spotify:artist:1btWGBz4Uu1HozTwb2Lm8A'}]",False,https://api.spotify.com/v1/tracks/64TjzuxG5PJ7payjphrOC0,64TjzuxG5PJ7payjphrOC0,South,61,https://i.scdn.co/image/ab67616d0000b2731592497cafe84b3090dc4ce4,2015-08-03,Hippo Campus
31,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/3AF6JW5zzVmSkQWIKMVYqh,3AF6JW5zzVmSkQWIKMVYqh,Stuck In Gravity,44,https://i.scdn.co/image/ab67616d0000b273fec252c81f016de75a54ab27,2019-07-26,Of Monsters and Men
32,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT'}, 'href': 'https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT', 'id': '4j56EQDQu5XnL7R3E9iFJT', 'name': 'Young the Giant', 'type': 'artist', 'uri': 'spotify:artist:4j56EQDQu5XnL7R3E9iFJT'}]",False,https://api.spotify.com/v1/tracks/6pqKbOiVd58jcnxqIB10Ra,6pqKbOiVd58jcnxqIB10Ra,Amerika,54,https://i.scdn.co/image/ab67616d0000b273e1b41f261acaa01849b42991,2016-08-12,Young the Giant
33,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0pCNk4D3E2xtszsm6hMsWr'}, 'href': 'https://api.spotify.com/v1/artists/0pCNk4D3E2xtszsm6hMsWr', 'id': '0pCNk4D3E2xtszsm6hMsWr', 'name': 'K.Flay', 'type': 'artist', 'uri': 'spotify:artist:0pCNk4D3E2xtszsm6hMsWr'}]",True,https://api.spotify.com/v1/tracks/0F7plvzEr2eu5aHZwW3uE7,0F7plvzEr2eu5aHZwW3uE7,Four Letter Words,61,https://i.scdn.co/image/ab67616d0000b273e9c35894a2a07eb45cfa7ef1,2021-04-23,K.Flay
34,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG'}, 'href': 'https://api.spotify.com/v1/artists/1moxjboGR7GNWYIMWsRjgG', 'id': '1moxjboGR7GNWYIMWsRjgG', 'name': 'Florence + The Machine', 'type': 'artist', 'uri': 'spotify:artist:1moxjboGR7GNWYIMWsRjgG'}]",True,https://api.spotify.com/v1/tracks/3q8iHOd2icirSipnkE7fae,3q8iHOd2icirSipnkE7fae,Light Of Love,60,https://i.scdn.co/image/ab67616d0000b273b72d7bf49dbb4057cdf93c3c,2020-04-17,Florence + The Machine
35,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9'}, 'href': 'https://api.spotify.com/v1/artists/3uwAm6vQy7kWPS2bciKWx9', 'id': '3uwAm6vQy7kWPS2bciKWx9', 'name': 'girl in red', 'type': 'artist', 'uri': 'spotify:artist:3uwAm6vQy7kWPS2bciKWx9'}]",True,https://api.spotify.com/v1/tracks/1M4Ud66z18wuIq3oOxqVHa,1M4Ud66z18wuIq3oOxqVHa,bad idea!,76,https://i.scdn.co/image/ab67616d0000b2736df69c88384e709e2be7cd16,2019-09-03,girl in red
36,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ZxZlO7oWCSYMXhehpyMvE'}, 'href': 'https://api.spotify.com/v1/artists/0ZxZlO7oWCSYMXhehpyMvE', 'id': '0ZxZlO7oWCSYMXhehpyMvE', 'name': 'COIN', 'type': 'artist', 'uri': 'spotify:artist:0ZxZlO7oWCSYMXhehpyMvE'}]",False,https://api.spotify.com/v1/tracks/6UbOE1KhvE5EjWxAF0EaB8,6UbOE1KhvE5EjWxAF0EaB8,Let It All Out (10:05),60,https://i.scdn.co/image/ab67616d0000b273667a552700a09676a52ccf0f,2020-02-21,COIN
37,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz'}, 'href': 'https://api.spotify.com/v1/artists/4dwdTW1Lfiq0cM8nBAqIIz', 'id': '4dwdTW1Lfiq0cM8nBAqIIz', 'name': 'Of Monsters and Men', 'type': 'artist', 'uri': 'spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz'}]",False,https://api.spotify.com/v1/tracks/1bhpub6BolgKXDD7iMkYTZ,1bhpub6BolgKXDD7iMkYTZ,Wolves Without Teeth,54,https://i.scdn.co/image/ab67616d0000b273bfac187296a90fcb0a5f97c0,2015-06-05,Of Monsters and Men
38,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4ntvojSPscU3PxselAEeY2'}, 'href': 'https://api.spotify.com/v1/artists/4ntvojSPscU3PxselAEeY2', 'id': '4ntvojSPscU3PxselAEeY2', 'name': '万能青年旅店', 'type': 'artist', 'uri': 'spotify:artist:4ntvojSPscU3PxselAEeY2'}]",False,https://api.spotify.com/v1/tracks/7hEP7naI4bwsev2LeG0l4X,7hEP7naI4bwsev2LeG0l4X,十万嬉皮,32,https://i.scdn.co/image/ab67616d0000b27359da88e88cfe81ea1439c40b,2010-11-12,万能青年旅店
39,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3xcaXZYFSV0iRmgu9defBW'}, 'href': 'https://api.spotify.com/v1/artists/3xcaXZYFSV0iRmgu9defBW', 'id': '3xcaXZYFSV0iRmgu9defBW', 'name': 'Orange Ocean', 'type': 'artist', 'uri': 'spotify:artist:3xcaXZYFSV0iRmgu9defBW'}]",False,https://api.spotify.com/v1/tracks/43fsuxBG7GhK9YvaRK9rbE,43fsuxBG7GhK9YvaRK9rbE,How to...,46,https://i.scdn.co/image/ab67616d0000b273162da5d550b67ff2424a9b75,2021-04-01,Orange Ocean
40,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3yfDRplDZh03Y0fEeCd6B0'}, 'href': 'https://api.spotify.com/v1/artists/3yfDRplDZh03Y0fEeCd6B0', 'id': '3yfDRplDZh03Y0fEeCd6B0', 'name': 'my little airport', 'type': 'artist', 'uri': 'spotify:artist:3yfDRplDZh03Y0fEeCd6B0'}]",False,https://api.spotify.com/v1/tracks/12095GlriCNhVCbJV30vKw,12095GlriCNhVCbJV30vKw,西湖沒有中秋,42,https://i.scdn.co/image/ab67616d0000b2738f19bbe3d0ba5fa0896767de,2018-01-01,my little airport
41,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0YrtvWJMgSdVrk3SfNjTbx'}, 'href': 'https://api.spotify.com/v1/artists/0YrtvWJMgSdVrk3SfNjTbx', 'id': '0YrtvWJMgSdVrk3SfNjTbx', 'name': 'Death Cab for Cutie', 'type': 'artist', 'uri': 'spotify:artist:0YrtvWJMgSdVrk3SfNjTbx'}]",False,https://api.spotify.com/v1/tracks/6wNCdMW82LwJgFrnGqLhpJ,6wNCdMW82LwJgFrnGqLhpJ,The Ghosts of Beverly Drive,58,https://i.scdn.co/image/ab67616d0000b27343aafb2edd88b9447f49337d,2015-03-27,Death Cab for Cutie
